user_code,date,company,restaurant,price_paid,delivery_charge,packing_charge,district,state,zone
35089,26-05-2019,alpha,Fingerlicious (Madhu Vihar),152,0,0,East Delhi,DELHI,NORTH
35089,26-05-2019,alpha,Burger King,484,0,29,East Delhi,DELHI,NORTH
35089,26-05-2019,alpha,Fingerlicious (Madhu Vihar),157,0,0,East Delhi,DELHI,NORTH
35127,26-05-2019,alpha,The Fresh Press,277,25,0,Mumbai,MAHARASHTRA,WEST
35842,26-05-2019,alpha,Blue Plate,140,0,14,West Delhi,DELHI,NORTH
43050,26-05-2019,alpha,Mini Dabba,65,0,0,Pune,MAHARASHTRA,WEST
45673,26-05-2019,alpha,Burger King,162,25,29,South Delhi,DELHI,NORTH
48784,26-05-2019,alpha,Udipi's Upahar,148,0,6,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
49592,26-05-2019,alpha,Al kebabi,177,0,0,Pune,MAHARASHTRA,WEST
54640,26-05-2019,alpha,Shree Santosh Family Dhaba,529,0,15,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
57455,26-05-2019,alpha,Cream Stone,125,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
65246,26-05-2019,alpha,Cream Stone,368,25,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
65814,26-05-2019,alpha,Orchard Fresh - Natural Ice creams & Kulfi's,225,0,0,Bangalore,KARNATAKA,SOUTH
68171,26-05-2019,alpha,SAPPIDALAM VANGA,91,20,0,Tiruvallur,TAMIL NADU,SOUTH
69771,26-05-2019,alpha,Crumbz,230,10,15,Dakshina Kannada,KARNATAKA,SOUTH
69787,26-05-2019,alpha,Cremona pizzeria,171,0,10,Bangalore,KARNATAKA,SOUTH
69787,26-05-2019,alpha,D-Zaprino,148,0,10,Bangalore,KARNATAKA,SOUTH
69787,26-05-2019,alpha,The Bowl Company,197,0,9.5,Bangalore,KARNATAKA,SOUTH
69857,26-05-2019,alpha,Madrasi Biryani,250,0,20,Kanchipuram,TAMIL NADU,SOUTH
69857,26-05-2019,alpha,Raaman Coffee Bar,113,0,0,Kanchipuram,TAMIL NADU,SOUTH
69857,26-05-2019,alpha,Rahman Biriyani,220,0,0,Kanchipuram,TAMIL NADU,SOUTH
69857,26-05-2019,alpha,Juice Berries,78,0,10,Kanchipuram,TAMIL NADU,SOUTH
69892,26-05-2019,alpha,Pind Punjab,122,0,10,Pune,MAHARASHTRA,WEST
69946,26-05-2019,alpha,Mother's Kitchen (Hinjewadi Phase 1),373,0,10,Pune,MAHARASHTRA,WEST
70123,26-05-2019,alpha,McDonald's,491,0,33.34,Dharwad,KARNATAKA,SOUTH
70222,26-05-2019,alpha,Subway,500,10,10,Tiruchirappalli,TAMIL NADU,SOUTH
70265,26-05-2019,alpha,Shree Bihari paan Waale,120,0,0,Ambala,HARYANA,NORTH
70392,26-05-2019,alpha,Khichadiwala,161,0,0,Bangalore,KARNATAKA,SOUTH
70486,26-05-2019,alpha,FreshMenu,99,0,0,Bangalore,KARNATAKA,SOUTH
70486,26-05-2019,alpha,Moriz Restaurant,199,0,0,Bangalore,KARNATAKA,SOUTH
70734,26-05-2019,alpha,Hotel Savitha Family Restaurant,609,0,56,Bangalore,KARNATAKA,SOUTH
70898,26-05-2019,alpha,Tandoori Knight,85,0,12,Bangalore,KARNATAKA,SOUTH
72950,26-05-2019,alpha,Faasos,99,0,0,Mumbai,MAHARASHTRA,WEST
75123,26-05-2019,alpha,Anupama Restaurant,305,25,15,Hyderabad,ANDHRA PRADESH,SOUTH
76223,26-05-2019,alpha,Split Beans - Cafe and Grill,61,0,0,Pune,MAHARASHTRA,WEST
78329,26-05-2019,alpha,McDonald's,510,25,33.34,Mumbai,MAHARASHTRA,WEST
79946,26-05-2019,alpha,Domino's Pizza,215,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
79946,26-05-2019,alpha,Cafe 0dini,77,35,0,Hyderabad,ANDHRA PRADESH,SOUTH
79946,26-05-2019,alpha,Sandwich House,60,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
79961,26-05-2019,alpha,UFO Fries & Corn,111,0,0,Pune,MAHARASHTRA,WEST
79961,26-05-2019,alpha,Indorilaal,137,0,15,Pune,MAHARASHTRA,WEST
80037,26-05-2019,alpha,Yummy Tummy,48,0,0,Jalandhar,PUNJAB,NORTH
80159,26-05-2019,alpha,Food zone 2,140,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
80180,26-05-2019,alpha,Loiee Sweets & Snacks,221,0,0,Kanchipuram,TAMIL NADU,SOUTH
91,26-05-2019,alpha,Little Italy,297,0,0,Chennai,TAMIL NADU,SOUTH
545,26-05-2019,alpha,Aryaas,389,0,0,Ernakulam,KERALA,SOUTH
566,26-05-2019,alpha,Shree A0dhaas,305,0,0,Coimbatore,TAMIL NADU,SOUTH
566,26-05-2019,alpha,Sri Krishna Tiffin Room,405,0,0,Coimbatore,TAMIL NADU,SOUTH
621,26-05-2019,alpha,Frankie Station,112,0,0,Vadodara,GUJARAT,WEST
1430,26-05-2019,alpha,Pasta Town,128,0,0,South Delhi,DELHI,NORTH
1859,26-05-2019,alpha,Sujata Family Restaurant,138,0,0,Patna,BIHAR,EAST
3038,26-05-2019,alpha,Johnny Walker The Cafe,19,0,0,Kota,RAJASTHAN,NORTH
3523,26-05-2019,alpha,patiala lassi bar,80,0,0,Haridwar,UTTARAKHAND,NORTH
4203,26-05-2019,alpha,Shree Ganga,57,0,0,Ujjain,MADHYA PRADESH,WEST
4427,26-05-2019,alpha,Cluckers Fried Chicken Restaurant,43,0,0,Nagpur,MAHARASHTRA,WEST
5176,26-05-2019,alpha,Pizza Italia,281,0,0,Dehradun,UTTARAKHAND,NORTH
6201,26-05-2019,alpha,Food Junction,130,0,0,Jodhpur,RAJASTHAN,NORTH
6319,26-05-2019,alpha,Cafe Durga,61,0,0,Pune,MAHARASHTRA,WEST
6544,26-05-2019,alpha,Red Velvet The Cake Shop,376,0,0,Mumbai,MAHARASHTRA,WEST
7471,26-05-2019,alpha,High Street,473,0,0,Bangalore,KARNATAKA,SOUTH
9762,26-05-2019,alpha,FreshMenu,132,0,0,Bangalore,KARNATAKA,SOUTH
10355,26-05-2019,alpha,Veggie Cafe,95,0,0,Kolkata,WEST BENGAL,EAST
10404,26-05-2019,alpha,Hindusthan Sweets -Jadavpur,139,0,0,Kolkata,WEST BENGAL,EAST
13194,26-05-2019,alpha,Indian Hotel,71,0,0,Aurangabad,MAHARASHTRA,WEST
13194,26-05-2019,alpha,Safa Restaurant,71,0,0,Aurangabad,MAHARASHTRA,WEST
15265,26-05-2019,alpha,Green Bawarchi,138,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
16223,26-05-2019,alpha,An Arabian Kitchen,95,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
17085,26-05-2019,alpha,Lassi N Cafe,107,0,0,Belgaum,KARNATAKA,SOUTH
20221,26-05-2019,alpha,Harishankar Bhojnalaya,100,0,0,Jaipur,RAJASTHAN,NORTH
20483,26-05-2019,alpha,Grill Inn,85,0,0,Varanasi,UTTAR PRADESH,NORTH
23270,26-05-2019,alpha,Chin Thai,125,0,0,North 24 Parganas,WEST BENGAL,EAST
25970,26-05-2019,alpha,Rolls On Wheels,78,0,0,Bangalore,KARNATAKA,SOUTH
26256,26-05-2019,alpha,House of Momo,130,0,0,Thane,MAHARASHTRA,WEST
26627,26-05-2019,alpha,The Pizza Square,110,0,0,Jaipur,RAJASTHAN,NORTH
27965,26-05-2019,alpha,Geeta khaman,110,0,0,Vadodara,GUJARAT,WEST
28598,26-05-2019,alpha,Bismillah Ice Cream & Shakes (Moonlight Cream),104,0,0,Surat,GUJARAT,WEST
29342,26-05-2019,alpha,Yadav Hotel,149,0,0,Varanasi,UTTAR PRADESH,NORTH
36262,26-05-2019,alpha,Baskin Robbins,102,0,0,Mumbai,MAHARASHTRA,WEST
36851,26-05-2019,alpha,Sai Juice,40,0,0,Mumbai,MAHARASHTRA,WEST
41201,26-05-2019,alpha,Calcutta Rolls,110,0,0,Nagpur,MAHARASHTRA,WEST
41959,26-05-2019,alpha,Mashi Biryani World,84,0,0,Lucknow,UTTAR PRADESH,NORTH
43321,26-05-2019,alpha,Mad Momos,298,0,0,Pune,MAHARASHTRA,WEST
45143,26-05-2019,alpha,Shaukin Bhel,59,0,0,Nashik,MAHARASHTRA,WEST
45474,26-05-2019,alpha,Surabhi Pride,237,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
45482,26-05-2019,alpha,Biryani Palace Restaurant,210,0,0,Guntur,ANDHRA PRADESH,SOUTH
49467,26-05-2019,alpha,Laddoo Gopal Sweets & Restaurant,116,0,0,North East Delhi,DELHI,NORTH
49562,26-05-2019,alpha,Delhi Darbar,111,0,0,Ranchi,JHARKHAND,EAST
51063,26-05-2019,alpha,hotel Dwarka,98,0,0,Pune,MAHARASHTRA,WEST
51760,26-05-2019,alpha,Fish & Fries,173,0,0,Bangalore,KARNATAKA,SOUTH
51760,26-05-2019,alpha,Chetty's Corner,145,0,0,Bangalore,KARNATAKA,SOUTH
51760,26-05-2019,alpha,Sri Ganesh Juice Junction,84,0,0,Bangalore,KARNATAKA,SOUTH
52097,26-05-2019,alpha,Kutchi King,123,0,0,Ahmedabad,GUJARAT,WEST
52687,26-05-2019,alpha,Pizza Hut,404,0,0,Bhopal,MADHYA PRADESH,WEST
52770,26-05-2019,alpha,Ramdev's Khana Khazana,106,0,0,Raipur,CHATTISGARH,WEST
52770,26-05-2019,alpha,Golden Biryani Restaurant,106,0,0,Raipur,CHATTISGARH,WEST
58734,26-05-2019,alpha,La Pino'z Pizza,109,0,0,Ahmedabad,GUJARAT,WEST
58924,26-05-2019,alpha,ROYAL BIRYANI,97,0,0,Dhanbad,JHARKHAND,EAST
62539,26-05-2019,alpha,Sri Udupi Park,284,0,0,Bangalore,KARNATAKA,SOUTH
64435,26-05-2019,alpha,Rattilal's,60,0,0,Lucknow,UTTAR PRADESH,NORTH
64917,26-05-2019,alpha,Sardar Ji ke Mashoor Chhole Bhature,92,0,0,Lucknow,UTTAR PRADESH,NORTH
65113,26-05-2019,alpha,Krishna Vadapav centre,60,0,0,Vadodara,GUJARAT,WEST
65113,26-05-2019,alpha,New Bombay Vadapav,60,0,0,Vadodara,GUJARAT,WEST
65770,26-05-2019,alpha,Tea Post-Athwa,84,0,0,Surat,GUJARAT,WEST
65842,26-05-2019,alpha,Karnavati dabeli & vadapav,40,0,0,Ahmedabad,GUJARAT,WEST
69902,26-05-2019,alpha,Urban Street Cafe,506,0,0,Mumbai,MAHARASHTRA,WEST
70755,26-05-2019,alpha,Suryas Chettinad Multi Cuisine Restaurant,118,0,0,Kanchipuram,TAMIL NADU,SOUTH
73059,26-05-2019,alpha,Burger Point,223,0,0,Lucknow,UTTAR PRADESH,NORTH
73081,26-05-2019,alpha,Al-Gani Restaurant,107,0,0,Kanchipuram,TAMIL NADU,SOUTH
73926,26-05-2019,alpha,Sargam Food,157,0,0,Rajkot,GUJARAT,WEST
76697,26-05-2019,alpha,Southy,100,0,0,New Delhi,DELHI,NORTH
80048,26-05-2019,alpha,Mealstory,158,0,0,Pune,MAHARASHTRA,WEST
80071,26-05-2019,alpha,Style of Bombay sandwich,106,0,0,Vadodara,GUJARAT,WEST
565,26-05-2019,beta,Madurai Muniyandi Vilas,295,0,0,Tiruchirappalli,TAMIL NADU,SOUTH
1163,26-05-2019,beta,Shudh Vaishno Dhaba,112.9,0,0,West Delhi,DELHI,NORTH
1163,26-05-2019,beta,Indo Kulfi - Ramesh Nagar,51.6,0,0,West Delhi,DELHI,NORTH
1163,26-05-2019,beta,Indo Kulfi - Ramesh Nagar,51.6,0,0,West Delhi,DELHI,NORTH
1690,26-05-2019,beta,BTW - Rohini Sector 3,153.85,0,0,North West Delhi,DELHI,NORTH
3661,26-05-2019,beta,Boxed - Andheri,241,0,0,Mumbai,MAHARASHTRA,WEST
3713,26-05-2019,beta,Urban Burgers - Andheri West,91.9,0,0,Mumbai,MAHARASHTRA,WEST
3738,26-05-2019,beta,London Grill Co,58.6,0,0,West Delhi,DELHI,NORTH
3738,26-05-2019,beta,London Grill Co,109.5,0,0,West Delhi,DELHI,NORTH
3738,26-05-2019,beta,London Grill Co,109.5,0,0,West Delhi,DELHI,NORTH
4305,26-05-2019,beta,0umal Bhojraj - Tardeo,126,0,0,Mumbai,MAHARASHTRA,WEST
5831,26-05-2019,beta,Pallavi Restaurant,360.45,0,0,Bangalore,KARNATAKA,SOUTH
6259,26-05-2019,beta,Bille Di Hatti - Patel Nagar,36,0,0,Central Delhi,DELHI,NORTH
6259,26-05-2019,beta,Bille Di Hatti - Patel Nagar,68.75,0,0,Central Delhi,DELHI,NORTH
6651,26-05-2019,beta,Vishnu Chinese Fast Food-7 No,73.92,0,0,Bhopal,MADHYA PRADESH,WEST
6984,26-05-2019,beta,Phulke Ghar Ke,70.5,0,0,Bangalore,KARNATAKA,SOUTH
8417,26-05-2019,beta,Guru Kirpa Food Corner,108,0,0,Central Delhi,DELHI,NORTH
8493,26-05-2019,beta,Alishan Biryani,74.5,0,0,Kolkata,WEST BENGAL,EAST
9243,26-05-2019,beta,Topi Wala,45,0,0,North 24 Parganas,WEST BENGAL,EAST
10295,26-05-2019,beta,Swagat Restaurant - Howrah,75.5,0,10.5,Howrah,WEST BENGAL,EAST
12870,26-05-2019,beta,Bawarchi,72.01,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
13560,26-05-2019,beta,Royal Rajasthan Bhojanalay,72.5,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
14273,26-05-2019,beta,Aryan By Pakwaan,170,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14273,26-05-2019,beta,Aryan By Pakwaan,170,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14881,26-05-2019,beta,Cafe Bahar - Since 1973,264,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
14881,26-05-2019,beta,Cafe Bahar - Since 1973,86.76,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
15156,26-05-2019,beta,Ashirvaad Grand,64,0,0,Bangalore,KARNATAKA,SOUTH
17427,26-05-2019,beta,La Pino'z Pizza - Rajouri Garden,88.71,0,10.5,West Delhi,DELHI,NORTH
18578,26-05-2019,beta,Al Zaika Fast Food,172,0,0,Mumbai,MAHARASHTRA,WEST
19200,26-05-2019,beta,Singla's - Tilaknagar,35.97,0,0,West Delhi,DELHI,NORTH
20221,26-05-2019,beta,Yummy Burgers - Vaishali Nagar,52.52,0,0,Jaipur,RAJASTHAN,NORTH
22162,26-05-2019,beta,Hotel Prabha,52.5,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
25815,26-05-2019,beta,Punjabi Pure Veg Restaurant - Malviya Nagar,46.5,0,0,Jaipur,RAJASTHAN,NORTH
25815,26-05-2019,beta,The Pizza Unlimited - Murlipura,36.5,0,0,Jaipur,RAJASTHAN,NORTH
33175,26-05-2019,beta,The Yellow Chef,160,0,0,Central Delhi,DELHI,NORTH
38862,26-05-2019,beta,Matunga Fast Food - Matunga East,48,0,0,Mumbai,MAHARASHTRA,WEST
40756,26-05-2019,beta,JMB - Moti Tabela,77.8,0,0,Indore,MADHYA PRADESH,WEST
43297,26-05-2019,beta,Dastarkhwan - Kaiserbagh,566.6,0,0,Lucknow,UTTAR PRADESH,NORTH
45090,26-05-2019,beta,Agrawala Sweets - Begumpet,70,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
45680,26-05-2019,beta,Chichaba's Taj - Basaveshwar Nagar,130.95,0,0,Bangalore,KARNATAKA,SOUTH
48577,26-05-2019,beta,Kareem Kababi - Aminabad,55,0,0,Lucknow,UTTAR PRADESH,NORTH
48577,26-05-2019,beta,Muradabadi Chicken Biryani Centre - City Station,81.5,0,0,Lucknow,UTTAR PRADESH,NORTH
50370,26-05-2019,beta,Spicy Restaurant,146,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
50370,26-05-2019,beta,Spicy Restaurant,146,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
53419,26-05-2019,beta,Blue Crunch,50,0,0,Gandhi Nagar,GUJARAT,WEST
53670,26-05-2019,beta,Al Habibi Mandi,230,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
57921,26-05-2019,beta,Ancient Hyderabad - Phase 2,76.95,0,0,Pune,MAHARASHTRA,WEST
60523,26-05-2019,beta,Azura Restaurant,94,0,0,Bangalore,KARNATAKA,SOUTH
62513,26-05-2019,beta,The Food Nation,187.75,0,0,Chandigarh,CHANDIGARH,NORTH
62710,26-05-2019,beta,Panino The Sandwich World - Hingna Rd,176.19,0,0,Nagpur,MAHARASHTRA,WEST
69409,26-05-2019,beta,Meghana Foods - Koramangala,264.6,0,10.5,Bangalore,KARNATAKA,SOUTH
69528,26-05-2019,beta,Sangeetha - T Nagar,90,0,0,Chennai,TAMIL NADU,SOUTH
69699,26-05-2019,beta,Behrouz Biryani - Mangal City,484.02,0,0,Indore,MADHYA PRADESH,WEST
69870,26-05-2019,beta,Sri Udupi Food Hub - Kammanahalli,75.9,0,0,Bangalore,KARNATAKA,SOUTH
69992,26-05-2019,beta,Mummy Daddy Andhra Mess,87.45,0,0,Chennai,TAMIL NADU,SOUTH
70007,26-05-2019,beta,Lucky Restaurant - Bandra West,280.9,0,0,Mumbai,MAHARASHTRA,WEST
73384,26-05-2019,beta,Hotel Vairam,255,0,0,Kanchipuram,TAMIL NADU,SOUTH
77522,26-05-2019,beta,SK'S Katthi Kabab Rolls - Nigdi,72.75,0,0,Pune,MAHARASHTRA,WEST
79926,26-05-2019,beta,Rotlo - The Dining Restaurant,65,0,0,Ahmedabad,GUJARAT,WEST
79980,26-05-2019,beta,Trupthi Kaapi & Chapathi Corner,55.5,0,0,Coimbatore,TAMIL NADU,SOUTH
79980,26-05-2019,beta,Guru Amuthas,43,0,0,Coimbatore,TAMIL NADU,SOUTH
80259,26-05-2019,beta,Le Arabia - Kazhakoottam,227.1,0,0,Thiruvananthapuram,KERALA,SOUTH
332,26-05-2019,gamma,Wally's Kitchen (China Garden Chinese),125.2,10,0,Thane,MAHARASHTRA,WEST
373,26-05-2019,gamma,A-One Restaurant,164,20,0,Hyderabad,ANDHRA PRADESH,SOUTH
11211,26-05-2019,gamma,(IFC) Shadan's Biryani Express,245,20,0,Dharwad,KARNATAKA,SOUTH
38024,26-05-2019,gamma,Tempting Tarts Bakery,450,20,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
57340,26-05-2019,gamma,Dolphin Rolls,102.5,20,0,Gautam Buddha Nagar,UTTAR PRADESH,NORTH
69607,26-05-2019,gamma,Sangeetha Veg Restaurant,250,15,0,Chennai,TAMIL NADU,SOUTH
69889,26-05-2019,gamma,Satguru's Punjabi Rasoi,682.54,0,0,Pune,MAHARASHTRA,WEST
82,27-05-2019,alpha,Pot-o-noodles,1615,0,0,Bangalore,KARNATAKA,SOUTH
227,27-05-2019,alpha,Aryaas,75,0,0,Ernakulam,KERALA,SOUTH
297,27-05-2019,alpha,Malini's Health Kitchen,115,0,0,Bangalore,KARNATAKA,SOUTH
297,27-05-2019,alpha,Oye Kiddan,84,0,0,Bangalore,KARNATAKA,SOUTH
306,27-05-2019,alpha,Mono Juices & Eats,159,0,10,Bangalore,KARNATAKA,SOUTH
307,27-05-2019,alpha,Coastal Mama,625,50,41,Bangalore,KARNATAKA,SOUTH
338,27-05-2019,alpha,Ovenstory Pizza,683,25,29,Bangalore,KARNATAKA,SOUTH
362,27-05-2019,alpha,Orbis Restaurant,432,25,10,Bangalore,KARNATAKA,SOUTH
384,27-05-2019,alpha,Behrouz Biryani,259,0,23.81,Chennai,TAMIL NADU,SOUTH
384,27-05-2019,alpha,Sangeetha Veg Restaurant,210,25,0,Chennai,TAMIL NADU,SOUTH
384,27-05-2019,alpha,Senthor bhavan,70,20,0,Bangalore,KARNATAKA,SOUTH
541,27-05-2019,alpha,Kodi Kura Chitti Gaare,129,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
1155,27-05-2019,alpha,Chilli Hot,99,0,0,West Delhi,DELHI,NORTH
1907,27-05-2019,alpha,Southy,71,0,0,South Delhi,DELHI,NORTH
1907,27-05-2019,alpha,High On Burgers,66,35,0,South Delhi,DELHI,NORTH
1938,27-05-2019,alpha,Shawarma Wala ( Kamla Nagar ),65,0,0,North West Delhi,DELHI,NORTH
1938,27-05-2019,alpha,Drinks Break,137,0,10,North West Delhi,DELHI,NORTH
1938,27-05-2019,alpha,Drinks Break,104,0,10,North West Delhi,DELHI,NORTH
3100,27-05-2019,alpha,Sindhu Wadewale,101,35,0,Pune,MAHARASHTRA,WEST
3696,27-05-2019,alpha,INDULGE by innerchef,39,0,0,Bangalore,KARNATAKA,SOUTH
3696,27-05-2019,alpha,INDULGE by innerchef,81,0,0,Bangalore,KARNATAKA,SOUTH
3774,27-05-2019,alpha,Hotel Malabar,360,0,0,Gurgaon,HARYANA,NORTH
4431,27-05-2019,alpha,Late Night Grub,69,0,10,Ghaziabad,UTTAR PRADESH,NORTH
4739,27-05-2019,alpha,Mujtaba Grill,81,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
4739,27-05-2019,alpha,Mujtaba Grill,69,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
5440,27-05-2019,alpha,Eatsome,109,25,10,Pune,MAHARASHTRA,WEST
5723,27-05-2019,alpha,The Cake Basket,100,0,0,South West Delhi,DELHI,NORTH
6462,27-05-2019,alpha,Aaryas Chinese Fast Food,114,25,0,Pune,MAHARASHTRA,WEST
8829,27-05-2019,alpha,Sharma Dhaba,230,0,10,Kolkata,WEST BENGAL,EAST
9444,27-05-2019,alpha,Mama mia!Diamond Plaza,127,0,0,North 24 Parganas,WEST BENGAL,EAST
9851,27-05-2019,alpha,The Yellow Straw,95,25,10,Kolkata,WEST BENGAL,EAST
9966,27-05-2019,alpha,Dhaba by Chhabra's,66,0,0,Gurgaon,HARYANA,NORTH
9976,27-05-2019,alpha,Pan Of Asia,136,0,10,Mumbai,MAHARASHTRA,WEST
9976,27-05-2019,alpha,Gypsy Corner,97,0,0,Mumbai,MAHARASHTRA,WEST
11132,27-05-2019,alpha,Ovenstory Pizza,642,25,29,Bangalore,KARNATAKA,SOUTH
12224,27-05-2019,alpha,Freakshake Therapy,85,0,3,Hyderabad,ANDHRA PRADESH,SOUTH
12224,27-05-2019,alpha,Munch Inn,122,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
12745,27-05-2019,alpha,Sri Lakshmi Rama Sweets & Bakery,200,0,0,Visakhapatnam,ANDHRA PRADESH,SOUTH
13424,27-05-2019,alpha,Truffles,95,0,20,Bangalore,KARNATAKA,SOUTH
14632,27-05-2019,alpha,New kadai,187,25,0,Bangalore,KARNATAKA,SOUTH
16141,27-05-2019,alpha,Adraq by OYO,101,35,0,Pune,MAHARASHTRA,WEST
16271,27-05-2019,alpha,Sri Bhagya Grand,380,0,0,Bangalore,KARNATAKA,SOUTH
16853,27-05-2019,alpha,Mast Punjabi,103,25,10,Bangalore,KARNATAKA,SOUTH
18578,27-05-2019,alpha,Nothing But Chicken,395,0,15,Mumbai,MAHARASHTRA,WEST
25805,27-05-2019,alpha,Roll Baby Roll,100,0,10,Kanchipuram,TAMIL NADU,SOUTH
27342,27-05-2019,alpha,Capten Milkshakes,76,0,0,East Delhi,DELHI,NORTH
31980,27-05-2019,alpha,Tilak Munjal-R ( Panchkuian Road Wale Famous Samose Chole ),95,0,0,North West Delhi,DELHI,NORTH
32729,27-05-2019,alpha,Chai Point,93,20,10,Gurgaon,HARYANA,NORTH
32965,27-05-2019,alpha,Karnataka Food Centre,151,25,6,South West Delhi,DELHI,NORTH
35089,27-05-2019,alpha,Madras cafe,224,0,14,East Delhi,DELHI,NORTH
35280,27-05-2019,alpha,Burger King,344,25,29,Thane,MAHARASHTRA,WEST
35842,27-05-2019,alpha,Burger King,104,0,29,West Delhi,DELHI,NORTH
35974,27-05-2019,alpha,TFI The Fresh Icecream,200,0,0,Bangalore,KARNATAKA,SOUTH
36126,27-05-2019,alpha,Lassi Shop,391,25,45,Chennai,TAMIL NADU,SOUTH
36717,27-05-2019,alpha,KS Bakers,417,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
37299,27-05-2019,alpha,Behrouz Biryani,271,25,23.81,Ghaziabad,UTTAR PRADESH,NORTH
41374,27-05-2019,alpha,Golden Palace Restaurant,156,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
41374,27-05-2019,alpha,Golden Palace Restaurant,275,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
42828,27-05-2019,alpha,Seven Sevens,94,0,0,Mumbai,MAHARASHTRA,WEST
42942,27-05-2019,alpha,Tipsy Topsy,127,25,0,Hyderabad,ANDHRA PRADESH,SOUTH
43050,27-05-2019,alpha,Mini Dabba,88,0,0,Pune,MAHARASHTRA,WEST
45090,27-05-2019,alpha,Cafe Niloufer,129,0,0,Hyderabad,ANDHRA PRADESH,SOUTH
48129,27-05-2019,alpha,Siddhi Vinayak Restaurant,118,10,0,Gwalior,MADHYA PRADESH,WEST
48784,27-05-2019,alpha,S.P. Reddy Punjabi Pure Veg Dhaba,110,0,0,Kurnool,ANDHRA PRADESH,SOUTH
52555,27-05-2019,alpha,Faasos,119,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
52555,27-05-2019,alpha,13 Dhaba,100,0,0,K.V.Rangareddy,ANDHRA PRADESH,SOUTH
64224,27-05-2019,alpha,Kapoor's Cafe,379,0,25,Bangalore,KARNATAKA,SOUTH
64224,27-05-2019,alpha,Le Charcoal Xpress,221,0,30,Bangalore,KARNATAKA,SOUTH
64326,27-05-2019,alpha,Donne Biryani Kuteera,367,25,21,Bangalore,KARNATAKA,SOUTH
67649,27-05-2019,alpha,Juice Corner,96,10,0,Jaipur,RAJASTHAN,NORTH
68171,27-05-2019,alpha,Hotel Kasi Kannu,128,25,15,Tiruvallur,TAMIL NADU,SOUTH
69364,27-05-2019,alpha,Mughal Treat,306,25,0,Bangalore,KARNATAKA,SOUTH
69536,27-05-2019,alpha,Hotel Sambrama,260,0,10,Bangalore,KARNATAKA,SOUTH
69645,27-05-2019,alpha,Nrs 0dini,151,0,8,Bangalore,KARNATAKA,SOUTH
69751,27-05-2019,alpha,Grow Fit,242,0,10,Bangalore,KARNATAKA,SOUTH
69751,27-05-2019,alpha,U.P. Dhaba,200,0,12,Bangalore,KARNATAKA,SOUTH
69787,27-05-2019,alpha,The Bowl Company,154,0,9.5,Bangalore,KARNATAKA,SOUTH
69812,27-05-2019,alpha,Sri Ganapathy Mess,69,0,0,Kanchipuram,TAMIL NADU,SOUTH
69812,27-05-2019,alpha,Dindigul Thalappakatti,353,25,15.76,Kanchipuram,TAMIL NADU,SOUTH
69857,27-05-2019,alpha,Mirchi Kitchen,438,0,0,Kanchipuram,TAMIL NADU,SOUTH
70108,27-05-2019,alpha,Bobacha,152,25,7,Kanchipuram,TAMIL NADU,SOUTH
70108,27-05-2019,alpha,Bobacha,152,25,7,Kanchipuram,TAMIL NADU,SOUTH
70123,27-05-2019,alpha,McDonald's,507,0,33.34,Dharwad,KARNATAKA,SOUTH
70210,27-05-2019,alpha,Domino's Pizza,312,0,0,Ghaziabad,UTTAR PRADESH,NORTH
70222,27-05-2019,alpha,Superstar Pizza,500,10,18,Tiruchirappalli,TAMIL NADU,SOUTH
70265,27-05-2019,alpha,Prince Chat Bhandar,110,0,0,Ambala,HARYANA,NORTH
70394,27-05-2019,alpha,Salad Grills,132,0,0,Pune,MAHARASHTRA,WEST
70486,27-05-2019,alpha,Chai point,267,20,10,Bangalore,KARNATAKA,SOUTH
